Id,Firstname,Surname,Borncountry,Borncountry code,Born city,Gender,Year,Category,Motivation,Organization name,Organization city,Organization country,latitude,longitude
918,Youyou,Tu,China,CN,Zhejiang Ningbo,female,2015,Medicine,"""for her discoveries concerning a novel therapy against Malaria""",China Academy of Traditional Chinese Medicine,Beijing,China,36.56020627,103.8317513
84,Sin-Itiro,Tomonaga,Japan,JP,Kyoto,male,1965,Physics,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",Tokyo University of Education,Tokyo,Japan,37.55262259,137.9799595
257,Kenichi,Fukui,Japan,JP,Nara,male,1981,Chemistry,"""for their theories developed independently concerning the course of chemical reactions""",Kyoto University,Kyoto,Japan,37.55262259,137.9799595
731,Hideki,Shirakawa,Japan,JP,Tokyo,male,2000,Chemistry,"""for the discovery and development of conductive polymers""",University of Tsukuba,Tsukuba,Japan,37.55262259,137.9799595
742,Ryoji,Noyori,Japan,JP,Kobe,male,2001,Chemistry,"""for their work on chirally catalysed hydrogenation reactions""",Nagoya University,Nagoya,Japan,37.55262259,137.9799595
754,Masatoshi,Koshiba,Japan,JP,Toyohashi,male,2002,Physics,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",University of Tokyo,Tokyo,Japan,37.55262259,137.9799595
757,Koichi,Tanaka,Japan,JP,Toyama City,male,2002,Chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",Shimadzu Corp.,Kyoto,Japan,37.55262259,137.9799595
827,Makoto,Kobayashi,Japan,JP,Nagoya,male,2008,Physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,37.55262259,137.9799595
828,Toshihide,Maskawa,Japan,JP,Nagoya,male,2008,Physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Kyoto Sangyo University,Kyoto,Japan,37.55262259,137.9799595
853,Akira,Suzuki,Japan,JP,Mukawa,male,2010,Chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",Hokkaido University,Sapporo,Japan,37.55262259,137.9799595
875,Shinya,Yamanaka,Japan,JP,Osaka,male,2012,Medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Kyoto University,Kyoto,Japan,37.55262259,137.9799595
906,Isamu,Akasaki,Japan,JP,Chiran,male,2014,Physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Meijo University,Nagoya,Japan,37.55262259,137.9799595
907,Hiroshi,Amano,Japan,JP,Hamamatsu,male,2014,Physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Nagoya University,Nagoya,Japan,37.55262259,137.9799595
917,Satoshi,?mura,Japan,JP,Yamanashi Prefecture,male,2015,Medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Kitasato University,Tokyo,Japan,37.55262259,137.9799595
919,Takaaki,Kajita,Japan,JP,Higashimatsuyama,male,2015,Physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",University of Tokyo,Kashiwa,Japan,37.55262259,137.9799595
927,Yoshinori,Ohsumi,Japan,JP,Fukuoka,male,2016,Medicine,"""for his discoveries of mechanisms for autophagy""",Tokyo Institute of Technology,Tokyo,Japan,37.55262259,137.9799595
959,Tasuku,Honjo,Japan,JP,Kyoto,male,2018,Medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",Kyoto University,Kyoto,Japan,37.55262259,137.9799595
978,Akira,Yoshino,Japan,JP,Suita,male,2019,Chemistry,"""for the development of lithium-ion batteries""",Asahi Kasei Corporation,Tokyo,Japan,37.55262259,137.9799595
348,Egas,Moniz,Portugal,PT,Avanca,male,1949,Medicine,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",University of Lisbon,Lisbon,Portugal,39.58793157,-8.586797731
299,Santiago,Ramón y Cajal,Spain,ES,Petilla de Aragón,male,1906,Medicine,"""in recognition of their work on the structure of the nervous system""",Madrid University,Madrid,Spain,40.22743287,-3.652265407
4,Henri,Becquerel,France,FR,Paris,male,1903,Physics,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity""",École Polytechnique,Paris,France,42.18202918,-2.754422149
5,Pierre,Curie,France,FR,Paris,male,1903,Physics,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry),Paris,France,42.18202918,-2.754422149
6,Marie,Curie,Russian Empire (now Poland),PL,Warsaw,female,1911,Chemistry,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element""",Sorbonne University,Paris,France,42.18202918,-2.754422149
12,Gabriel,Lippmann,Luxembourg,LU,Hollerich,male,1908,Physics,"""for his method of reproducing colours photographically based on the phenomenon of interference""",Sorbonne University,Paris,France,42.18202918,-2.754422149
14,Ferdinand,Braun,Hesse-Kassel (now Germany),DE,Fulda,male,1909,Physics,"""in recognition of their contributions to the development of wireless telegraphy""",Strasbourg University,Strasbourg,Germany (now France),42.18202918,-2.754422149
25,Charles Edouard,Guillaume,Switzerland,CH,Fleurier,male,1920,Physics,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France,42.18202918,-2.754422149
32,Jean Baptiste,Perrin,France,FR,Lille,male,1926,Physics,"""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium""",Sorbonne University,Paris,France,42.18202918,-2.754422149
36,Louis,de Broglie,France,FR,Dieppe,male,1929,Physics,"""for his discovery of the wave nature of electrons""",Sorbonne University Institut Henri Poincaré,Paris,France,42.18202918,-2.754422149
87,Alfred,Kastler,Germany (now France),FR,Guebwiller,male,1966,Physics,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",École Normale Supérieure,Paris,France,42.18202918,-2.754422149
92,Louis,Néel,France,FR,Lyon,male,1970,Physics,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",University of Grenoble,Grenoble,France,42.18202918,-2.754422149
141,Pierre-Gilles,de Gennes,France,FR,Paris,male,1991,Physics,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",Collège de France,Paris,France,42.18202918,-2.754422149
142,Georges,Charpak,Poland,PL,Dabrovica,male,1992,Physics,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",École Supérieure de Physique et Chimie,Paris,France,42.18202918,-2.754422149
153,Claude,Cohen-Tannoudji,French Algeria (now Algeria),DZ,Constantine,male,1997,Physics,"""for development of methods to cool and trap atoms with laser light""",Collège de France,Paris,France,42.18202918,-2.754422149
165,Henri,Moissan,France,FR,Paris,male,1906,Chemistry,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine and for the adoption in the service of science of the electric furnace called after him""",Sorbonne University,Paris,France,42.18202918,-2.754422149
172,Victor,Grignard,France,FR,Cherbourg,male,1912,Chemistry,"""for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry""",Nancy University,Nancy,France,42.18202918,-2.754422149
173,Paul,Sabatier,France,FR,Carcassonne,male,1912,Chemistry,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",Toulouse University,Toulouse,France,42.18202918,-2.754422149
193,Frédéric,Joliot,France,FR,Paris,male,1935,Chemistry,"""in recognition of their synthesis of new radioactive elements""",Institut du Radium,Paris,France,42.18202918,-2.754422149
194,Irène,Joliot-Curie,France,FR,Paris,female,1935,Chemistry,"""in recognition of their synthesis of new radioactive elements""",Institut du Radium,Paris,France,42.18202918,-2.754422149
268,Jean-Marie,Lehn,France,FR,Rosheim,male,1987,Chemistry,"""for their development and use of molecules with structure-specific interactions of high selectivity""",Université Louis Pasteur,Strasbourg,France,42.18202918,-2.754422149
300,Alphonse,Laveran,France,FR,Paris,male,1907,Medicine,"""in recognition of his work on the role played by protozoa in causing diseases""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
301,Ilya,Mechnikov,Russian Empire (now Ukraine),UA,Kharkov (now Kharkiv),male,1908,Medicine,"""in recognition of their work on immunity""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
307,Charles,Richet,France,FR,Paris,male,1913,Medicine,"""in recognition of his work on anaphylaxis""",Sorbonne University,Paris,France,42.18202918,-2.754422149
380,François,Jacob,France,FR,Nancy,male,1965,Medicine,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
381,André,Lwoff,France,FR,Ainay-le-Château,male,1965,Medicine,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
382,Jacques,Monod,France,FR,Paris,male,1965,Medicine,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
420,Jean,Dausset,France,FR,Toulouse,male,1980,Medicine,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",Université de Paris Laboratoire Immuno-Hématologie,Paris,France,42.18202918,-2.754422149
702,Maurice,Allais,France,FR,Paris,male,1988,Economics,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",École Nationale Supérieur des Mines de Paris,Paris,France,42.18202918,-2.754422149
794,Yves,Chauvin,Belgium,BE,Menin,male,2005,Chemistry,"""for the development of the metathesis method in organic synthesis""",Institut Français du Pétrole,Rueil-Malmaison,France,42.18202918,-2.754422149
814,Albert,Fert,France,FR,Carcassonne,male,2007,Physics,"""for the discovery of Giant Magnetoresistance""",Universit&eacute; Paris-Sud,Orsay,France,42.18202918,-2.754422149
824,Françoise,Barré-Sinoussi,France,FR,Paris,female,2008,Medicine,"""for their discovery of human immunodeficiency virus""",Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France,42.18202918,-2.754422149
825,Luc,Montagnier,France,FR,Chabris,male,2008,Medicine,"""for their discovery of human immunodeficiency virus""",World Foundation for AIDS Research and Prevention,Paris,France,42.18202918,-2.754422149
862,Jules A.,Hoffmann,Luxembourg,LU,Echternach,male,2011,Medicine,"""for their discoveries concerning the activation of innate immunity""",University of Strasbourg,Strasbourg,France,42.18202918,-2.754422149
876,Serge,Haroche,Morocco,MA,Casablanca,male,2012,Physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Collège de France,Paris,France,42.18202918,-2.754422149
889,Martin,Karplus,Austria,AT,Vienna,male,2013,Chemistry,"""for the development of multiscale models for complex chemical systems""",Université de Strasbourg,Strasbourg,France,42.18202918,-2.754422149
915,Jean,Tirole,France,FR,Troyes,male,2014,Economics,"""for his analysis of market power and regulation""",Toulouse School of Economics (TSE),Toulouse,France,42.18202918,-2.754422149
931,Jean-Pierre,Sauvage,France,FR,Paris,male,2016,Chemistry,"""for the design and synthesis of molecular machines""",University of Strasbourg,Strasbourg,France,42.18202918,-2.754422149
961,Gérard,Mourou,France,FR,Albertville,male,2018,Physics,"""for their method of generating high-intensity ultra-short optical pulses""",École Polytechnique,Palaiseau,France,42.18202918,-2.754422149
46,Enrico,Fermi,Italy,IT,Rome,male,1938,Physics,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons""",Rome University,Rome,Italy,42.78644501,12.07238918
114,Abdus,Salam,India (now Pakistan),PK,Jhang Maghi?na,male,1979,Physics,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",International Centre for Theoretical Physics,Trieste,Italy,42.78644501,12.07238918
229,Giulio,Natta,Italy,IT,Imperia,male,1963,Chemistry,"""for their discoveries in the field of the chemistry and technology of high polymers""",Institute of Technology,Milan,Italy,42.78644501,12.07238918
298,Camillo,Golgi,Italy,IT,Corteno,male,1906,Medicine,"""in recognition of their work on the structure of the nervous system""",Pavia University,Pavia,Italy,42.78644501,12.07238918
363,Daniel,Bovet,Switzerland,CH,Neuchâtel,male,1957,Medicine,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,42.78644501,12.07238918
435,Rita,Levi-Montalcini,Italy,IT,Turin,female,1986,Medicine,"""for their discoveries of growth factors""",Institute of Cell Biology of the C.N.R.,Rome,Italy,42.78644501,12.07238918
1001,Giorgio,Parisi,Italy,IT,Rome,male,2021,Physics,"""for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales""",Sapienza University of Rome,Rome,Italy,42.78644501,12.07238918
11,Albert A.,Michelson,Prussia (now Poland),PL,Strelno (now Strzelno),male,1907,Physics,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
28,Robert A.,Millikan,USA,US,Morrison IL,male,1923,Physics,"""for his work on the elementary charge of electricity and on the photoelectric effect""",California Institute of Technology (Caltech),Pasadena CA,USA,45.68753334,-112.4943339
33,Arthur H.,Compton,USA,US,Wooster OH,male,1927,Physics,"""for his discovery of the effect named after him""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
43,Carl D.,Anderson,USA,US,New York NY,male,1936,Physics,"""for his discovery of the positron""",California Institute of Technology (Caltech),Pasadena CA,USA,45.68753334,-112.4943339
44,Clinton,Davisson,USA,US,Bloomington IL,male,1937,Physics,"""for their experimental discovery of the diffraction of electrons by crystals""",Bell Telephone Laboratories,New York NY,USA,45.68753334,-112.4943339
47,Ernest,Lawrence,USA,US,Canton SD,male,1939,Physics,"""for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
48,Otto,Stern,Germany (now Poland),PL,Sorau (now Zory),male,1943,Physics,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton""",Carnegie Institute of Technology,Pittsburgh PA,USA,45.68753334,-112.4943339
49,Isidor Isaac,Rabi,Austria-Hungary (now Poland),PL,Rymanow,male,1944,Physics,"""for his resonance method for recording the magnetic properties of atomic nuclei""",Columbia University,New York NY,USA,45.68753334,-112.4943339
50,Wolfgang,Pauli,Austria,AT,Vienna,male,1945,Physics,"""for the discovery of the Exclusion Principle also called the Pauli Principle""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
51,Percy W.,Bridgman,USA,US,Cambridge MA,male,1946,Physics,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
54,Hideki,Yukawa,Japan,JP,Tokyo,male,1949,Physics,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",Columbia University,New York NY,USA,45.68753334,-112.4943339
58,Felix,Bloch,Switzerland,CH,Zurich,male,1952,Physics,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
59,E. M.,Purcell,USA,US,Taylorville IL,male,1952,Physics,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
63,Willis E.,Lamb,USA,US,Los Angeles CA,male,1955,Physics,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
64,Polykarp,Kusch,Germany,DE,Blankenburg,male,1955,Physics,"""for his precision determination of the magnetic moment of the electron""",Columbia University,New York NY,USA,45.68753334,-112.4943339
65,William B.,Shockley,United Kingdom,GB,London,male,1956,Physics,"""for their researches on semiconductors and their discovery of the transistor effect""",Semiconductor Laboratory of Beckman Instruments Inc.,Mountain View CA,USA,45.68753334,-112.4943339
66,John,Bardeen,USA,US,Madison WI,male,1956,Physics,"""for their researches on semiconductors and their discovery of the transistor effect""",University of Illinois,Urbana IL,USA,45.68753334,-112.4943339
66,John,Bardeen,USA,US,Madison WI,male,1972,Physics,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",University of Illinois,Urbana IL,USA,45.68753334,-112.4943339
67,Walter H.,Brattain,China,CN,Amoy,male,1956,Physics,"""for their researches on semiconductors and their discovery of the transistor effect""",Bell Telephone Laboratories,Murray Hill NJ,USA,45.68753334,-112.4943339
68,Chen Ning,Yang,China,CN,Hofei Anhwei,male,1957,Physics,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",Institute for Advanced Study,Princeton NJ,USA,45.68753334,-112.4943339
69,Tsung-Dao,Lee,China,CN,Shanghai,male,1957,Physics,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",Columbia University,New York NY,USA,45.68753334,-112.4943339
72,Emilio,Segrè,Italy,IT,Tivoli,male,1959,Physics,"""for their discovery of the antiproton""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
73,Owen,Chamberlain,USA,US,San Francisco CA,male,1959,Physics,"""for their discovery of the antiproton""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
74,Donald A.,Glaser,USA,US,Cleveland OH,male,1960,Physics,"""for the invention of the bubble chamber""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
75,Robert,Hofstadter,USA,US,New York NY,male,1961,Physics,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
78,Eugene,Wigner,Austria-Hungary (now Hungary),HU,Budapest,male,1963,Physics,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
79,Maria,Goeppert Mayer,Germany (now Poland),PL,Kattowitz (now Katowice),female,1963,Physics,"""for their discoveries concerning nuclear shell structure""",University of California,San Diego CA,USA,45.68753334,-112.4943339
81,Charles H.,Townes,USA,US,Greenville SC,male,1964,Physics,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
85,Julian,Schwinger,USA,US,New York NY,male,1965,Physics,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
86,Richard P.,Feynman,USA,US,New York NY,male,1965,Physics,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",California Institute of Technology (Caltech),Pasadena CA,USA,45.68753334,-112.4943339
88,Hans,Bethe,Germany (now France),FR,Strasbourg,male,1967,Physics,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",Cornell University,Ithaca NY,USA,45.68753334,-112.4943339
89,Luis,Alvarez,USA,US,San Francisco CA,male,1968,Physics,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
90,Murray,Gell-Mann,USA,US,New York NY,male,1969,Physics,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",California Institute of Technology (Caltech),Pasadena CA,USA,45.68753334,-112.4943339
95,Leon N.,Cooper,USA,US,New York NY,male,1972,Physics,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",Brown University,Providence RI,USA,45.68753334,-112.4943339
96,Robert,Schrieffer,USA,US,Oak Park IL,male,1972,Physics,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",University of Pennsylvania,Philadelphia PA,USA,45.68753334,-112.4943339
97,Leo,Esaki,Japan,JP,Osaka,male,1973,Physics,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",IBM Thomas J. Watson Research Center,Yorktown Heights NY,USA,45.68753334,-112.4943339
98,Ivar,Giaever,Norway,NO,Bergen,male,1973,Physics,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",General Electric Company,Schenectady NY,USA,45.68753334,-112.4943339
104,James,Rainwater,USA,US,Council ID,male,1975,Physics,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Columbia University,New York NY,USA,45.68753334,-112.4943339
105,Burton,Richter,USA,US,Brooklyn NY,male,1976,Physics,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Stanford Linear Accelerator Center,Stanford CA,USA,45.68753334,-112.4943339
106,Samuel C.C.,Ting,USA,US,Ann Arbor MI,male,1976,Physics,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
107,Philip W.,Anderson,USA,US,Indianapolis IN,male,1977,Physics,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Bell Telephone Laboratories,Murray Hill NJ,USA,45.68753334,-112.4943339
109,John H.,Van Vleck,USA,US,Middletown CT,male,1977,Physics,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
111,Arno,Penzias,Germany,DE,Munich,male,1978,Physics,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,Holmdel NJ,USA,45.68753334,-112.4943339
112,Robert Woodrow,Wilson,USA,US,Houston TX,male,1978,Physics,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,Holmdel NJ,USA,45.68753334,-112.4943339
113,Sheldon,Glashow,USA,US,New York NY,male,1979,Physics,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",Harvard University Lyman Laboratory,Cambridge MA,USA,45.68753334,-112.4943339
115,Steven,Weinberg,USA,US,New York NY,male,1979,Physics,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
116,James,Cronin,USA,US,Chicago IL,male,1980,Physics,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
117,Val,Fitch,USA,US,Merriman NE,male,1980,Physics,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
118,Nicolaas,Bloembergen,the Netherlands,NL,Dordrecht,male,1981,Physics,"""for their contribution to the development of laser spectroscopy""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
119,Arthur L.,Schawlow,USA,US,Mount Vernon NY,male,1981,Physics,"""for their contribution to the development of laser spectroscopy""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
121,Kenneth G.,Wilson,USA,US,Waltham MA,male,1982,Physics,"""for his theory for critical phenomena in connection with phase transitions""",Cornell University,Ithaca NY,USA,45.68753334,-112.4943339
122,Subramanyan,Chandrasekhar,India (now Pakistan),PK,Lahore,male,1983,Physics,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
123,William A.,Fowler,USA,US,Pittsburgh PA,male,1983,Physics,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",California Institute of Technology (Caltech),Pasadena CA,USA,45.68753334,-112.4943339
132,Leon M.,Lederman,USA,US,New York NY,male,1988,Physics,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",Fermi National Accelerator Laboratory,Batavia IL,USA,45.68753334,-112.4943339
133,Melvin,Schwartz,USA,US,New York NY,male,1988,Physics,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",Digital Pathways Inc.,Mountain View CA,USA,45.68753334,-112.4943339
135,Norman F.,Ramsey,USA,US,Washington DC,male,1989,Physics,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
136,Hans G.,Dehmelt,Prussia (now Germany),DE,Görlitz,male,1989,Physics,"""for the development of the ion trap technique""",University of Washington,Seattle WA,USA,45.68753334,-112.4943339
138,Jerome I.,Friedman,USA,US,Chicago IL,male,1990,Physics,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
139,Henry W.,Kendall,USA,US,Boston MA,male,1990,Physics,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
